;model;del;dyn;pos;sub;thr;win;alpha;iters;negative;pow;size;eig;neg;w+c;similarity_threshold;pearsonr;pearson_pval;absr
99;sgns;False;False;False;False;10;5;False;False;15;1;100;1;1;False;0.9;0.0238;0.6906;0.0238
